Species	12SRRN	16SRRN	28SRRN	ATP6	ATP8	BDNF	COX1	COX2	COX3	CXCR4	CYTB	NAD1	NAD2	NAD3	NAD4	NAD4L	NAD5	NAD6	NCX1	POMC	RAG1	RAG2	RHOD	SIA	SLC8A3	TYR
Cophyla_noromalalae	KP764332.1	KP764227.1	-	-	-	-	-	-	-	-	KP764266.1	-	-	-	-	-	-	-	-	-	KP764297.1	-	-	-	-	-
Cophyla_occultans	KP764337.1	KM509119.1	-	-	-	KM509252.1	KM509784.1	-	-	-	KP764271.1	-	-	-	-	-	-	-	-	-	KP764303.1	-	-	-	-	KM509915.1
Cophyla_phyllodactyla	KP764320.1	KP764207.1	-	-	-	-	KF611439.1	-	-	-	EU341046.1	-	-	-	-	-	-	-	-	-	EU341122.1	-	-	-	-	-
Cophyla_puellarum	KP764335.1	KP764229.1	-	-	-	-	KP764249.1	-	-	-	KP764270.1	-	-	-	-	-	-	-	-	-	KP764385.1	-	-	-	-	-
Copiula_major	EU100153.1	EU100269.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Copiula_obsti	EU100155.1	EU100273.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Copiula_oxyrhina	-	KM509121.1	KC179865.1	-	-	KM509254.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KM509917.1
Copiula_pipiens	EU100158.1	EU100274.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cornufer_bufoniformis	-	KP298022.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298158.1	-	-	-	-	-	-
Cornufer_guentheri	AY880462.1	KP298103.1	DQ283740.1	-	-	-	AY883979.1	-	-	-	-	-	-	-	-	-	-	-	AY948830.1	KP298215.1	DQ019496.1	DQ019522.1	DQ347391.1	DQ282886.1	AY948887.1	KP298361.1
Cornufer_guppyi	KP298035.1	KP298035.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298216.1	KP298273.1	-	DQ283883.1	DQ282743.1	-	KP298347.1
Cornufer_malukuna	-	KP298025.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298160.1	-	-	-	-	-	KP298323.1
Cornufer_minutus	KP298030.1	KP298016.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298151.1	KP298256.1	-	-	-	-	KP298318.1
Cornufer_solomonis	KP298042.1	KP298042.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298167.1	KP298275.1	-	-	-	-	KP298350.1
Cornufer_trossulus	KP298034.1	KP298034.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cornufer_vertebralis	-	KP298018.1	DQ283586.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298153.1	KP298258.1	-	DQ283891.1	DQ282753.1	-	KP298320.1
Cornufer_wolfi	KP298033.1	KP298033.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KP298164.1	-	-	-	-	-	KP298328.1
Corythomantis_greeningi	AY843578.1	AY843578.1	AY844209.1	-	-	-	-	-	-	-	AY843800.1	KF002247.1	-	-	-	-	-	-	-	-	AY844374.1	-	AY844551.1	AY844779.1	-	AY844030.1
Craugastor_alfredi	-	-	DQ283649.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_andi	EU186687.1	EU186687.1	-	-	-	-	-	-	-	-	EF629473.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_angelicus	EU186681.1	EU186681.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_augusti	JX564870.1	JX564870.1	DQ283627.1	JX564870.1	JX564870.1	-	JX564870.1	JX564870.1	JX564870.1	-	JX564870.1	JX564870.1	AY273109.1	JX564870.1	JX564870.1	JX564870.1	JX564870.1	JX564870.1	-	-	-	-	DQ283935.1	DQ282786.1	-	DQ282963.1
Craugastor_aurilegulus	-	KR260374.1	-	-	-	-	KR260370.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_bocourti	EF493713.1	EF493713.1	-	-	-	-	AY273110.1	-	-	-	-	-	AY273110.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_bransfordii	EF493822.1	EF493661.1	-	-	-	-	KR862892.1	-	-	-	-	-	AY273140.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_chac	-	-	-	-	-	-	AY273130.1	-	-	-	-	-	AY273130.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_charadra	-	KR260375.1	-	-	-	-	KR260371.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_crassidigitus	EU186733.1	EU186733.1	-	-	-	-	KR862905.1	-	-	-	KC588446.1	-	AY273113.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_cuaquero	-	-	-	-	-	-	EF629438.1	-	-	-	EF629472.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_daryi	EF493531.1	EF493531.1	-	-	-	-	AY273107.1	-	-	-	-	-	AY273107.1	-	-	-	-	-	-	-	EF493452.1	-	-	-	-	EF493480.1
Craugastor_emcelae	EU186738.1	EU186720.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_evanesco	-	KC129324.1	-	-	-	-	FJ766675.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_fitzingeri	AY326001.1	AY326001.1	-	-	-	-	KR862930.1	-	-	-	KC588426.1	GQ345245.1	AY273117.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_fleischmanni	-	-	-	-	-	-	EF629424.1	-	-	-	EF629470.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_gabbi	-	KT950276.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_gollmeri	-	KR863192.1	-	-	-	-	KR862937.1	-	-	-	-	-	AY273124.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_laevissimus	-	KR260376.1	-	-	-	-	KR260372.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_laticeps	EU186731.1	EU186713.1	-	-	-	-	AY273129.1	-	-	-	-	-	AY273129.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_lauraster	-	KU323365.1	-	-	-	-	AY273138.1	-	-	-	-	-	AY273138.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_lineatus	EU186732.1	EU186714.1	-	-	-	-	AY273126.1	-	-	-	-	-	AY273126.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_loki	EU186685.1	EU186685.1	-	-	-	-	AY273134.1	-	-	-	-	AY279081.1	AY273134.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_longirostris	EF493395.1	EF493395.1	-	-	-	-	KP149268.1	-	-	-	EF635373.1	-	AY273116.1	-	-	-	-	-	-	-	JQ025166.1	-	-	-	-	JN991550.1
Craugastor_megacephalus	EU186688.1	EU186688.1	-	-	-	-	KR862940.1	-	-	-	EF635374.1	-	AY273111.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_melanostictus	EU186683.1	EU186683.1	-	-	-	-	EF629437.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_mexicanus	AY326006.1	AY326006.1	-	-	-	-	AY273118.1	-	-	-	-	-	AY273118.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_mimus	-	-	-	-	-	-	AY273125.1	-	-	-	-	-	AY273125.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_noblei	-	FJ784523.1	-	-	-	-	FJ766666.1	-	-	-	-	-	EU443195.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_obesus	EU186737.1	EU186719.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_opimus	-	KR863206.1	-	-	-	-	KR862951.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_persimilis	-	KT950294.1	-	-	-	-	AY273141.1	-	-	-	-	-	AY273141.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_podiciferus	EF493360.1	EF493360.1	-	-	-	-	EF562376.1	-	-	GQ345182.1	GQ345197.1	-	AY273135.1	-	-	-	-	-	GQ345230.1	GQ345258.1	EF493450.1	-	-	-	GQ345328.1	EF493481.1
Craugastor_polyptychus	-	-	-	-	-	-	AY273139.1	-	-	-	-	-	AY273139.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_punctariolus	-	KC014797.1	DQ283558.1	-	-	-	FJ766673.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DQ283862.1	-	-	-
Craugastor_pygmaeus	EF493711.1	EF493711.1	-	-	-	-	AY273119.1	-	-	-	-	-	AY273119.1	-	-	-	-	-	-	-	EF493451.1	-	-	-	-	EF493479.1
Craugastor_raniformis	-	DQ195469.1	-	-	-	-	EF629426.1	-	-	-	EF629461.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_ranoides	-	KC129331.1	DQ283505.1	-	-	-	KC129222.1	-	-	-	DQ350246.1	-	AY273112.1	-	-	-	-	-	-	-	-	-	DQ283820.1	-	-	DQ282928.1
Craugastor_rhodopis	KF739348.1	-	DQ283648.1	-	-	-	AY273132.1	-	-	-	-	AY279082.1	AY273132.1	-	-	-	-	-	-	-	-	-	DQ283960.1	DQ282808.1	-	DQ282968.1
Craugastor_rugulosus	EU186680.1	EU186680.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_rupinius	EU186669.1	EU186669.1	-	-	-	-	KR260373.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_saltator	-	-	-	-	-	-	-	-	-	-	-	-	AY273122.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_sandersoni	EF493712.1	EF493712.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_sartori	EF493530.1	EF493530.1	-	-	-	-	AY273121.1	-	-	-	-	-	AY273121.1	-	-	-	-	-	-	-	EF493453.1	-	-	-	-	EF493478.1
Craugastor_spatulatus	EU186674.1	EU186674.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EU186749.1	-	-	-	-	EU186770.1
Craugastor_stejnegerianus	EF562325.1	KT950283.1	-	-	-	-	EF562411.1	-	-	-	-	-	AY273137.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_stuarti	EU186684.1	EU186684.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_tabasarae	-	KC014806.1	-	-	-	-	KC129223.1	-	-	-	EF629467.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_talamancae	-	FJ784572.1	-	-	-	-	KR862955.1	-	-	-	EF629457.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_tarahumaraensis	EU186702.1	EU186702.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_trachydermus	-	-	-	-	-	-	-	-	-	-	-	-	AY273106.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_underwoodi	EF562322.1	KT950298.1	-	-	-	-	EF562394.1	-	-	-	-	-	AY273136.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Craugastor_uno	EU186673.1	EU186673.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GU576496.1	-	-	-	-	GU576492.1
Crepidophryne_chompipe	HM563817.1	HM563859.1	-	-	-	-	JN867962.1	-	-	HM563890.1	HM563932.1	-	JN868000.1	-	-	-	-	-	-	-	HM563976.1	-	-	-	-	-
Crinia_bilingua	-	-	-	-	-	-	-	-	-	-	-	-	JX473813.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_deserticola	-	AJ269696.1	-	-	-	-	-	-	-	-	-	-	JX473815.1	-	AJ269697.1	-	-	-	-	-	-	-	-	-	-	-
Crinia_fimbriata	-	-	-	-	-	-	-	-	-	-	-	-	JX473817.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_flindersensis	-	-	-	-	-	-	-	-	-	-	-	-	JX473779.1	-	-	-	-	-	-	-	JX431043.1	-	-	-	-	-
Crinia_georgiana	-	-	-	-	-	-	-	-	-	-	-	-	EF512628.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_glauerti	-	-	-	-	-	-	-	-	-	-	-	-	JX473805.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_insignifera	-	-	-	-	-	-	-	-	-	-	-	-	JX473801.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_nimbus	DQ283300.1	DQ283299.1	DQ283639.1	-	-	-	-	-	-	-	-	-	JX473818.1	-	-	-	-	-	-	-	-	-	DQ283949.1	DQ282801.1	-	-
Crinia_parinsignifera	EU443855.1	EU443855.1	-	-	-	-	-	-	-	-	-	-	JX473808.1	-	AJ269699.1	-	-	-	-	-	-	-	-	-	-	-
Crinia_pseudinsignifera	-	-	-	-	-	-	-	-	-	-	-	-	JX473802.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_remota	-	-	-	-	-	-	-	-	-	-	-	-	JX473810.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_riparia	EU443856.1	EU443856.1	-	-	-	-	-	-	-	-	-	-	JX473792.1	-	-	-	-	-	-	-	JX431020.1	-	-	-	-	-
Crinia_signifera	JX564860.1	JX564860.1	-	JX564860.1	JX564860.1	-	JX564860.1	JX564860.1	JX564860.1	-	JX564860.1	JX564860.1	JX564860.1	JX564860.1	JX564860.1	JX564860.1	JX564860.1	JX564860.1	AY948841.1	-	JX431045.1	-	-	DQ282737.1	AY948905.1	-
Crinia_sloanei	-	-	-	-	-	-	-	-	-	-	-	-	JX473803.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_subinsignifera	-	-	-	-	-	-	-	-	-	-	-	-	JX473800.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_tasmaniensis	-	-	-	-	-	-	-	-	-	-	-	-	JX473819.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crinia_tinnula	DQ058042.1	-	-	-	-	-	DQ058074.1	-	-	-	-	-	JX473806.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Crossodactylodes_bokermanni	KF534637.1	KF534650.1	-	-	-	-	KF534659.1	-	-	-	KF534668.1	-	-	-	-	-	-	-	-	-	-	-	KF534677.1	-	-	KF534683.1
Crossodactylodes_izecksohni	KF534635.1	KF534646.1	-	-	-	-	KF534655.1	-	-	-	KF534664.1	-	-	-	-	-	-	-	-	-	-	-	KF534673.1	-	-	KF534682.1
Crossodactylus_aeneus	-	KM390791.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Crossodactylus_caramaschii	AY143346.1	KJ961569.1	-	-	-	-	KJ961549.1	-	-	-	KC603961.1	-	-	-	-	-	-	-	-	KC604072.1	KJ961589.1	-	-	-	-	-
Crossodactylus_schmidti	HQ290948.1	HQ290948.1	AY844210.1	-	-	HQ290588.1	DQ502738.1	-	-	-	HQ290528.1	HQ290948.1	HQ290948.1	-	-	-	-	-	HQ290708.1	HQ290828.1	DQ503298.1	-	AY844552.1	AY844780.1	-	AY844031.1
Crossodactylus_werneri	-	KU215902.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cruziohyla_calcarifer	GQ366229.1	AY843562.1	AY844196.1	-	-	-	FJ766565.1	-	-	GQ365984.1	EF125034.1	GQ366297.1	-	-	-	-	-	-	-	GQ366035.1	EF174317.1	-	GQ366104.1	-	-	DQ282950.1
Cryptobatrachus_boulengeri	-	DQ679340.1	-	-	-	-	-	-	-	-	-	DQ679340.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cryptobatrachus_fuhrmanni	KR559912.1	KR270414.1	-	-	-	-	-	-	-	-	-	KJ489504.1	-	-	-	-	-	-	-	KR270358.1	KR138418.1	-	-	-	-	-
Cryptobatrachus_remotus	KR559914.1	KR270416.1	-	-	-	-	-	-	-	-	-	KR138379.1	-	-	-	-	-	-	-	KR270360.1	KR138419.1	-	-	-	KR270375.1	KR270387.1
Cryptothylax_greshoffii	FJ594102.1	KX492609.1	DQ283560.1	-	-	-	-	-	-	-	FJ594107.1	-	-	-	-	-	-	-	-	KX492760.1	KX492810.1	-	DQ283863.1	DQ282722.1	-	KX492853.1
Ctenophryne_aequatorialis	KC822479.1	KC822479.1	KC179922.1	-	-	KC180109.1	KM509786.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KC180287.1
Ctenophryne_aterrima	-	KM509123.1	KC179923.1	-	-	KC180175.1	KM509787.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KC180285.1
Ctenophryne_geayi	-	KM509124.1	KC179868.1	-	-	AB611884.1	AB611885.1	-	-	AB611886.1	-	-	-	-	-	-	-	-	AB611887.1	-	AB611881.1	AB611882.1	-	DQ282846.1	-	AB611883.1
Cycloramphus_acangatan	HQ634162.1	FJ685683.1	-	-	-	-	-	-	-	-	FJ685663.1	-	-	-	-	-	-	-	-	-	HQ634170.1	-	KF214198.1	-	-	-
Cycloramphus_bandeirensis	HQ634161.1	HQ634166.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HQ634169.1	-	-	-	-	-
Cycloramphus_boraceiensis	KY202773.1	KJ961570.1	DQ283498.1	-	-	-	DQ502856.1	-	-	-	DQ502588.1	-	-	-	-	-	-	-	-	-	KJ961590.1	-	DQ283813.1	DQ282675.1	-	DQ282924.1
Cycloramphus_brasiliensis	-	KM390777.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cycloramphus_eleutherodactylus	HQ634160.1	HQ634165.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HQ634168.1	-	-	-	-	-
Cycloramphus_fuliginosus	HQ634158.1	HQ634163.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cycloramphus_organensis	HQ634159.1	HQ634164.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HQ634167.1	-	-	-	-	-
Cyclorana_alboguttata	DQ116846.1	DQ116870.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066430.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_australis	AY843580.1	AY843580.1	-	-	-	-	-	-	-	GQ365987.1	AY843802.1	GQ366300.1	-	-	KX066428.1	-	-	-	-	-	AY844376.1	-	AY844553.1	-	-	-
Cyclorana_brevipes	FJ965851.1	FJ945355.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066432.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_cryptotis	GQ896264.1	FJ945356.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066434.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_cultripes	FJ965853.1	FJ945357.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066501.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_longipes	FJ965854.1	FJ945358.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066507.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_maculosa	FJ965855.1	FJ945359.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066502.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_maini	FJ965856.1	EF107188.1	-	-	-	-	-	-	-	EF107475.1	-	-	-	-	KX066505.1	-	-	-	EF107252.1	-	EF107311.1	-	-	-	EF107411.1	-
Cyclorana_manya	FJ965857.1	FJ945361.1	-	-	-	-	-	-	-	-	EF125030.1	-	-	-	KX066497.1	-	-	-	-	AY819147.1	EF174308.1	-	-	-	-	-
Cyclorana_novaehollandiae	FJ965858.1	FJ945362.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066426.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_occidentalis	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KX066513.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_platycephala	FJ965859.1	-	-	-	-	-	-	-	-	-	-	-	-	-	KX066536.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_vagitus	FJ965860.1	FJ945363.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066499.1	-	-	-	-	-	-	-	-	-	-	-
Cyclorana_verrucosa	FJ965861.1	FJ945364.1	-	-	-	-	-	-	-	-	-	-	-	-	KX066538.1	-	-	-	-	-	-	-	-	-	-	-
Dasypops_schirchi	-	KM509125.1	KC179869.1	-	-	KC180156.1	KM509789.1	-	-	-	-	-	JQ410660.1	-	-	-	-	-	-	-	-	-	DQ283811.1	-	-	KC180250.1
Dendrobates_auratus	JX564862.1	JX564862.1	AY844211.1	JX564862.1	JX564862.1	HQ290617.1	JX564862.1	JX564862.1	JX564862.1	AY364184.1	JX564862.1	JX564862.1	HQ290980.1	JX564862.1	JX564862.1	JX564862.1	JX564862.1	JX564862.1	AY948823.1	HQ290857.1	AY364214.1	-	AY364395.1	AY844781.1	AY948879.1	AY844032.1
Dendrobates_azureus	EU342650.1	EU342650.1	DQ503031.1	-	-	-	DQ502921.1	-	-	-	DQ502683.1	-	-	-	-	-	-	-	-	-	DQ503388.1	-	DQ503228.1	DQ503135.1	-	-
Dendrobates_leucomelas	HQ290987.1	HQ290987.1	-	-	-	HQ290624.1	DQ502850.1	-	-	-	HQ290564.1	HQ290987.1	HQ290987.1	-	-	-	-	-	HQ290744.1	HQ290864.1	EU325923.1	-	DQ503242.1	DQ503103.1	-	HQ290924.1
Dendrobates_tinctorius	HQ290991.1	HQ290991.1	DQ503028.1	-	-	HQ290628.1	DQ502918.1	-	-	-	EF646758.1	HQ290991.1	HQ290991.1	-	-	-	-	-	HQ290748.1	HQ290868.1	DQ503387.1	-	DQ503266.1	DQ503133.1	-	HQ290928.1
Dendrobates_truncatus	HQ290992.1	HQ290992.1	DQ503008.1	-	-	HQ290629.1	KP149223.1	-	-	-	HQ290569.1	HQ290992.1	HQ290992.1	-	-	-	-	-	HQ290749.1	HQ290869.1	DQ503402.1	-	DQ503275.1	DQ503118.1	-	HQ290929.1
Dendrophryniscus_berthalutzae	JN867524.1	KX025519.1	-	-	-	-	-	-	-	-	KX025647.1	-	KX025758.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrophryniscus_brevipollicatus	KY202776.1	AF375515.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrophryniscus_carvalhoi	JN867541.1	JN867569.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrophryniscus_krausae	JN867525.1	JN867552.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrophryniscus_leucomystax	JN867531.1	JN867558.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrophryniscus_oreites	JN867540.1	JN867567.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrophryniscus_proboscideus	JN867539.1	JN867566.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_allenorum	DQ380348.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_anceps	AY843597.1	AY843597.1	AY844220.1	-	-	-	-	-	-	-	AY843818.1	-	-	-	-	-	-	-	-	-	AY844386.1	-	AY844571.1	AY844797.1	-	AY844043.1
Dendropsophus_berthalutzae	KY202778.1	AY843607.1	AY844228.1	-	-	-	-	-	-	-	AY843831.1	-	JQ410480.1	-	-	-	-	-	-	-	AY844397.1	-	AY844584.1	AY844807.1	-	AY844052.1
Dendropsophus_bifurcus	DQ380350.1	AY362975.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_bipunctatus	AY843608.1	AY843608.1	AY844229.1	-	-	-	-	-	-	-	AY843832.1	-	-	-	-	-	-	-	-	-	-	-	AY844585.1	AY844808.1	-	AY844053.1
Dendropsophus_bokermanni	KT721829.1	KT721792.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_branneri	-	-	-	-	-	-	-	-	-	-	AF549336.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_brevifrons	AY843611.1	AY843611.1	AY844232.1	-	-	-	-	-	-	-	AY843836.1	-	-	-	-	-	-	-	-	-	AY844400.1	-	AY844589.1	AY844810.1	-	EF376128.1
Dendropsophus_bromeliaceus	KT962842.1	KT962842.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_cachimbo	-	JF790048.1	-	-	-	-	KM024321.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_carnifex	AY843616.1	AY843616.1	AY844238.1	-	-	-	-	-	-	-	AY843842.1	-	-	-	-	-	-	-	-	-	AY844404.1	-	-	-	-	AY844060.1
Dendropsophus_coffea	-	JF790050.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_counani	KT721801.1	KT721791.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_ebraccatus	AY843624.1	AY843624.1	AY844247.1	-	-	-	KP149221.1	-	-	-	EU034061.1	FJ542195.1	EU034096.1	-	-	-	-	-	-	AY819117.1	AY844415.1	-	AY844604.1	AY844822.1	-	AY844070.1
Dendropsophus_elegans	KY202781.1	AF308102.1	-	-	-	-	-	-	-	-	AF308124.1	-	JQ410657.1	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_frosti	JQ088283.1	JQ088283.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_gaucheri	JF973308.1	JF973303.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_giesleri	KY202782.1	AY843629.1	AY844251.1	-	-	-	-	-	-	-	AY843860.1	-	-	-	-	-	-	-	-	-	AY844417.1	-	-	AY844827.1	-	AY844075.1
Dendropsophus_juliani	-	JF790051.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendropsophus_koechlini	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AY819119.1	-	-	-	-	-	-
Dendropsophus_labialis	AY843635.1	AY843635.1	AY844257.1	-	-	-	EF653839.1	-	-	-	FJ204208.1	-	-	-	-	-	-	-	-	JF422583.1	-	-	AY844618.1	AY844836.1	-	AY844080.1
